File Name,Frame,Timestamp,Focus,Cognitive Demand,Engagement,Memory
Hugo_Sanchez,1088,00:00:45.291,36.7,43.7,50.2,72.9
Hugo_Sanchez,1089,00:00:45.333,35.8,43.9,50.6,72.8
Hugo_Sanchez,1090,00:00:45.375,34.9,43.4,51.1,72.6
Hugo_Sanchez,1091,00:00:45.416,33.9,43.1,51.6,72.4
Hugo_Sanchez,1092,00:00:45.458,32.8,42.8,52.1,72.1
Hugo_Sanchez,1093,00:00:45.500,31.7,43.0,52.4,71.7
Hugo_Sanchez,1094,00:00:45.541,30.8,42.8,52.7,71.3
Hugo_Sanchez,1095,00:00:45.583,30.2,42.9,52.8,70.9
Hugo_Sanchez,1096,00:00:45.625,29.9,42.9,52.8,70.4
Hugo_Sanchez,1097,00:00:45.666,30.2,43.1,52.6,70.0
Hugo_Sanchez,1098,00:00:45.708,31.1,42.9,52.3,69.6
Hugo_Sanchez,1099,00:00:45.750,32.4,43.1,51.9,69.2
Hugo_Sanchez,1100,00:00:45.791,34.1,43.5,51.5,68.9
Hugo_Sanchez,1101,00:00:45.833,36.2,44.4,51.0,68.7
Hugo_Sanchez,1102,00:00:45.875,39.2,44.6,50.6,68.5
Hugo_Sanchez,1103,00:00:45.916,43.8,44.8,50.2,68.4
Hugo_Sanchez,1104,00:00:45.958,44.7,44.6,49.8,68.4
Hugo_Sanchez,1105,00:00:46.000,40.1,45.2,49.5,68.4
Hugo_Sanchez,1106,00:00:46.041,40.6,45.2,49.2,68.5
Hugo_Sanchez,1107,00:00:46.083,42.4,45.4,49.0,68.7
Hugo_Sanchez,1108,00:00:46.125,42.9,45.3,48.8,68.9
Hugo_Sanchez,1109,00:00:46.166,42.2,45.5,48.6,69.1
Hugo_Sanchez,1110,00:00:46.208,41.6,45.2,48.5,69.3
Hugo_Sanchez,1111,00:00:46.250,42.4,45.0,48.4,69.5
Hugo_Sanchez,1112,00:00:46.291,44.2,44.3,48.2,69.7
Hugo_Sanchez,1113,00:00:46.333,46.7,44.1,48.1,69.9
Hugo_Sanchez,1114,00:00:46.375,49.5,43.2,47.8,70.1
Hugo_Sanchez,1115,00:00:46.416,52.2,42.5,47.5,70.1
Hugo_Sanchez,1116,00:00:46.458,54.1,41.7,47.1,70.1
Hugo_Sanchez,1117,00:00:46.500,54.8,41.1,46.6,70.1
Hugo_Sanchez,1118,00:00:46.541,54.4,40.0,46.0,70.0
Hugo_Sanchez,1119,00:00:46.583,53.1,38.9,45.4,70.0
Hugo_Sanchez,1120,00:00:46.625,50.9,39.2,44.7,70.1
Hugo_Sanchez,1121,00:00:46.666,47.7,39.9,44.1,70.3
Hugo_Sanchez,1122,00:00:46.708,43.9,40.2,43.7,70.6
Hugo_Sanchez,1123,00:00:46.750,40.1,40.7,43.4,71.1
Hugo_Sanchez,1124,00:00:46.791,37.3,41.0,43.4,71.6
Hugo_Sanchez,1125,00:00:46.833,35.7,41.6,43.7,72.2
Hugo_Sanchez,1126,00:00:46.875,36.1,41.6,44.3,72.6
Hugo_Sanchez,1127,00:00:46.916,39.1,41.5,45.1,72.9
Hugo_Sanchez,1128,00:00:46.958,42.0,41.1,46.0,73.1
Hugo_Sanchez,1129,00:00:47.000,43.0,41.4,46.9,73.2
Hugo_Sanchez,1130,00:00:47.041,44.2,41.1,47.8,73.2
Hugo_Sanchez,1131,00:00:47.083,45.5,41.0,48.6,73.1
Hugo_Sanchez,1132,00:00:47.125,45.4,41.0,49.2,73.1
Hugo_Sanchez,1133,00:00:47.166,43.9,41.5,49.6,73.2
Hugo_Sanchez,1134,00:00:47.208,42.2,41.7,49.9,73.2
Hugo_Sanchez,1135,00:00:47.250,41.7,42.6,50.1,73.4
Hugo_Sanchez,1136,00:00:47.291,42.4,43.2,50.1,73.5
Hugo_Sanchez,1137,00:00:47.333,43.6,44.5,50.0,73.7
Hugo_Sanchez,1138,00:00:47.375,44.7,44.7,49.8,73.7
Hugo_Sanchez,1139,00:00:47.416,45.0,45.0,49.4,73.5
Hugo_Sanchez,1140,00:00:47.458,44.5,45.0,48.7,72.9
Hugo_Sanchez,1141,00:00:47.500,43.6,45.6,47.6,71.8
Hugo_Sanchez,1142,00:00:47.541,42.4,45.5,46.0,70.0
Hugo_Sanchez,1143,00:00:47.583,41.0,45.6,43.7,67.5
Hugo_Sanchez,1144,00:00:47.625,39.4,45.4,40.5,64.2
Hugo_Sanchez,1145,00:00:47.666,38.1,45.8,36.6,60.2
Hugo_Sanchez,1146,00:00:47.708,37.4,45.6,31.9,55.7
Hugo_Sanchez,1147,00:00:47.750,37.5,45.7,26.8,50.9
Hugo_Sanchez,1148,00:00:47.791,38.7,45.6,21.5,46.3
Hugo_Sanchez,1149,00:00:47.833,40.6,56.7,16.3,42.1
Hugo_Sanchez,1150,00:00:47.875,42.9,58.6,11.6,38.6
Hugo_Sanchez,1151,00:00:47.916,43.9,59.3,7.5,35.8
Hugo_Sanchez,1152,00:00:47.958,42.4,59.4,5.0,33.8
Hugo_Sanchez,1153,00:00:48.000,41.0,57.9,5.0,32.4
Hugo_Sanchez,1154,00:00:48.041,41.5,59.2,5.0,31.4
Hugo_Sanchez,1155,00:00:48.083,42.4,59.4,5.0,30.8
Hugo_Sanchez,1156,00:00:48.125,44.2,59.6,5.0,30.4
Hugo_Sanchez,1157,00:00:48.166,47.1,59.7,5.0,30.1
Hugo_Sanchez,1158,00:00:48.208,49.4,60.3,5.0,29.9
Hugo_Sanchez,1159,00:00:48.250,51.5,60.5,5.0,29.8
Hugo_Sanchez,1160,00:00:48.291,53.9,60.6,5.0,29.8
Hugo_Sanchez,1161,00:00:48.333,56.0,62.0,5.0,30.0
Hugo_Sanchez,1162,00:00:48.375,57.5,61.4,5.0,30.3
Hugo_Sanchez,1163,00:00:48.416,58.7,61.4,5.0,30.7
Hugo_Sanchez,1164,00:00:48.458,59.6,61.5,5.0,31.1
Hugo_Sanchez,1165,00:00:48.500,59.9,61.5,5.0,31.6
Hugo_Sanchez,1166,00:00:48.541,59.6,61.4,5.0,32.0
Hugo_Sanchez,1167,00:00:48.583,58.7,61.1,5.0,32.1
Hugo_Sanchez,1168,00:00:48.625,57.3,61.0,5.0,32.1
Hugo_Sanchez,1169,00:00:48.666,55.4,61.3,5.0,31.9
Hugo_Sanchez,1170,00:00:48.708,54.0,61.3,5.0,31.4
Hugo_Sanchez,1171,00:00:48.750,53.6,61.4,5.0,30.8
Hugo_Sanchez,1172,00:00:48.791,53.5,61.4,5.0,30.1
Hugo_Sanchez,1173,00:00:48.833,53.5,62.0,5.0,29.4
Hugo_Sanchez,1174,00:00:48.875,53.6,62.3,5.0,28.8
Hugo_Sanchez,1175,00:00:48.916,52.6,62.5,5.0,28.4
Hugo_Sanchez,1176,00:00:48.958,50.4,62.5,5.0,28.1
Hugo_Sanchez,1177,00:00:49.000,49.4,63.4,5.0,28.1
Hugo_Sanchez,1178,00:00:49.041,49.5,62.4,5.0,28.1
Hugo_Sanchez,1179,00:00:49.083,49.2,61.8,5.0,28.3
Hugo_Sanchez,1180,00:00:49.125,49.0,61.4,5.0,28.5
Hugo_Sanchez,1181,00:00:49.166,48.5,61.5,5.0,28.7
Hugo_Sanchez,1182,00:00:49.208,47.5,61.4,5.0,28.9
Hugo_Sanchez,1183,00:00:49.250,45.9,61.3,5.0,29.1
Hugo_Sanchez,1184,00:00:49.291,44.0,61.2,5.0,29.2
Hugo_Sanchez,1185,00:00:49.333,41.6,61.4,5.0,29.4
Hugo_Sanchez,1186,00:00:49.375,39.2,61.6,5.0,29.4
Hugo_Sanchez,1187,00:00:49.416,37.4,61.3,5.0,29.5
Hugo_Sanchez,1188,00:00:49.458,36.4,61.3,5.0,29.5
Hugo_Sanchez,1189,00:00:49.500,35.6,61.3,5.0,29.4
Hugo_Sanchez,1190,00:00:49.541,35.3,61.5,5.0,29.3
Hugo_Sanchez,1191,00:00:49.583,36.0,61.3,5.0,29.0
Hugo_Sanchez,1192,00:00:49.625,37.1,61.7,5.0,28.7
Hugo_Sanchez,1193,00:00:49.666,38.6,61.6,5.0,28.3
Hugo_Sanchez,1194,00:00:49.708,40.5,61.4,5.0,27.9
Hugo_Sanchez,1195,00:00:49.750,41.9,61.2,5.0,27.5
Hugo_Sanchez,1196,00:00:49.791,42.9,62.4,5.0,27.3
Hugo_Sanchez,1197,00:00:49.833,44.2,62.3,5.0,27.2
Hugo_Sanchez,1198,00:00:49.875,45.3,61.6,5.0,27.2
Hugo_Sanchez,1199,00:00:49.916,43.8,61.3,5.0,27.4
Hugo_Sanchez,1200,00:00:49.958,43.3,61.1,5.0,27.6
Hugo_Sanchez,1201,00:00:50.000,49.1,61.2,5.0,27.9
Hugo_Sanchez,1202,00:00:50.041,50.3,61.0,5.0,28.1
Hugo_Sanchez,1203,00:00:50.083,50.3,61.2,5.0,28.3
Hugo_Sanchez,1204,00:00:50.125,50.4,61.0,5.0,28.4
Hugo_Sanchez,1205,00:00:50.166,50.2,60.9,5.0,28.4
Hugo_Sanchez,1206,00:00:50.208,49.5,60.9,5.0,28.4
Hugo_Sanchez,1207,00:00:50.250,48.3,61.5,5.0,28.3
Hugo_Sanchez,1208,00:00:50.291,47.2,61.3,5.0,28.3
Hugo_Sanchez,1209,00:00:50.333,46.7,61.1,5.0,28.2
Hugo_Sanchez,1210,00:00:50.375,47.0,61.6,5.0,28.1
Hugo_Sanchez,1211,00:00:50.416,47.8,61.6,5.0,28.0
Hugo_Sanchez,1212,00:00:50.458,49.0,61.3,5.0,27.9
Hugo_Sanchez,1213,00:00:50.500,50.4,60.8,5.0,27.7
Hugo_Sanchez,1214,00:00:50.541,52.6,61.3,5.0,27.4
Hugo_Sanchez,1215,00:00:50.583,55.6,61.3,5.0,27.1
Hugo_Sanchez,1216,00:00:50.625,58.5,61.0,5.0,26.7
Hugo_Sanchez,1217,00:00:50.666,60.6,60.8,5.0,26.2
Hugo_Sanchez,1218,00:00:50.708,62.0,61.1,5.0,25.8
Hugo_Sanchez,1219,00:00:50.750,63.1,61.0,5.0,25.3
Hugo_Sanchez,1220,00:00:50.791,63.8,60.8,5.0,24.9
Hugo_Sanchez,1221,00:00:50.833,64.5,60.7,5.0,24.5
Hugo_Sanchez,1222,00:00:50.875,65.4,60.9,5.0,24.2
Hugo_Sanchez,1223,00:00:50.916,64.9,60.4,5.0,23.9
Hugo_Sanchez,1224,00:00:50.958,62.3,60.0,5.0,23.7
Hugo_Sanchez,1225,00:00:51.000,60.2,57.5,5.0,23.6
Hugo_Sanchez,1226,00:00:51.041,61.3,57.9,5.0,23.5
Hugo_Sanchez,1227,00:00:51.083,63.3,58.4,5.0,23.4
Hugo_Sanchez,1228,00:00:51.125,65.2,58.4,5.0,23.4
Hugo_Sanchez,1229,00:00:51.166,66.5,59.0,5.0,23.3
Hugo_Sanchez,1230,00:00:51.208,66.6,59.0,5.0,23.3
Hugo_Sanchez,1231,00:00:51.250,66.0,59.3,5.0,23.2
Hugo_Sanchez,1232,00:00:51.291,65.0,59.4,5.0,23.2
Hugo_Sanchez,1233,00:00:51.333,64.0,59.9,5.0,23.2
Hugo_Sanchez,1234,00:00:51.375,63.1,60.4,5.0,23.3
Hugo_Sanchez,1235,00:00:51.416,62.0,60.8,5.0,23.6
Hugo_Sanchez,1236,00:00:51.458,61.1,61.4,5.0,24.2
Hugo_Sanchez,1237,00:00:51.500,60.8,61.4,5.0,25.3
Hugo_Sanchez,1238,00:00:51.541,61.0,61.4,5.0,27.1
Hugo_Sanchez,1239,00:00:51.583,61.6,61.2,5.0,29.9
Hugo_Sanchez,1240,00:00:51.625,62.5,61.2,5.0,33.5
Hugo_Sanchez,1241,00:00:51.666,63.5,61.1,6.1,38.1
Hugo_Sanchez,1242,00:00:51.708,64.0,61.2,12.2,43.4
Hugo_Sanchez,1243,00:00:51.750,63.3,61.5,18.9,49.1
Hugo_Sanchez,1244,00:00:51.791,61.3,61.5,25.5,54.7
Hugo_Sanchez,1245,00:00:51.833,58.3,42.3,31.6,59.9
Hugo_Sanchez,1246,00:00:51.875,53.6,42.4,36.8,64.5
Hugo_Sanchez,1247,00:00:51.916,46.2,42.6,40.9,68.1
Hugo_Sanchez,1248,00:00:51.958,34.6,42.7,44.0,70.8
Hugo_Sanchez,1249,00:00:52.000,24.1,42.8,46.1,72.6
Hugo_Sanchez,1250,00:00:52.041,21.7,42.9,47.5,73.7
Hugo_Sanchez,1251,00:00:52.083,20.7,43.1,48.4,74.4
Hugo_Sanchez,1252,00:00:52.125,19.5,43.1,48.9,74.6
Hugo_Sanchez,1253,00:00:52.166,18.1,43.2,49.4,74.7
Hugo_Sanchez,1254,00:00:52.208,16.4,43.1,49.7,74.6
Hugo_Sanchez,1255,00:00:52.250,15.2,43.4,50.0,74.5
Hugo_Sanchez,1256,00:00:52.291,14.6,43.3,50.2,74.3
Hugo_Sanchez,1257,00:00:52.333,14.2,43.5,50.5,74.1
Hugo_Sanchez,1258,00:00:52.375,14.1,43.6,50.6,73.9
Hugo_Sanchez,1259,00:00:52.416,14.0,43.8,50.7,73.7
Hugo_Sanchez,1260,00:00:52.458,14.1,43.8,50.8,73.5
Hugo_Sanchez,1261,00:00:52.500,14.2,44.2,50.8,73.3
Hugo_Sanchez,1262,00:00:52.541,14.3,44.1,50.7,73.2
Hugo_Sanchez,1263,00:00:52.583,14.4,44.2,50.7,73.0
Hugo_Sanchez,1264,00:00:52.625,14.5,44.0,50.6,72.9
Hugo_Sanchez,1265,00:00:52.666,14.5,44.2,50.5,72.9
Hugo_Sanchez,1266,00:00:52.708,14.3,44.0,50.4,72.9
Hugo_Sanchez,1267,00:00:52.750,14.0,44.1,50.3,72.9
Hugo_Sanchez,1268,00:00:52.791,13.8,44.0,50.2,72.9
Hugo_Sanchez,1269,00:00:52.833,13.9,44.2,50.0,73.0
Hugo_Sanchez,1270,00:00:52.875,14.5,44.2,50.0,73.0
Hugo_Sanchez,1271,00:00:52.916,15.8,44.2,49.9,73.1
Hugo_Sanchez,1272,00:00:52.958,19.1,44.1,49.8,73.1
Hugo_Sanchez,1273,00:00:53.000,26.2,44.4,49.8,73.2
Hugo_Sanchez,1274,00:00:53.041,29.6,44.3,49.8,73.2
Hugo_Sanchez,1275,00:00:53.083,30.3,44.4,49.9,73.2
Hugo_Sanchez,1276,00:00:53.125,27.7,44.3,50.0,73.2
Hugo_Sanchez,1277,00:00:53.166,24.0,44.4,50.2,73.2
Hugo_Sanchez,1278,00:00:53.208,20.6,44.2,50.5,73.2
Hugo_Sanchez,1279,00:00:53.250,18.2,44.3,50.7,73.2
Hugo_Sanchez,1280,00:00:53.291,16.6,44.1,50.9,73.2
Hugo_Sanchez,1281,00:00:53.333,15.6,44.4,51.1,73.2
Hugo_Sanchez,1282,00:00:53.375,14.8,44.3,51.2,73.2
Hugo_Sanchez,1283,00:00:53.416,14.3,44.4,51.2,73.2
Hugo_Sanchez,1284,00:00:53.458,14.1,44.2,51.1,73.2
Hugo_Sanchez,1285,00:00:53.500,14.4,44.6,51.0,73.3
Hugo_Sanchez,1286,00:00:53.541,15.1,44.4,50.9,73.4
Hugo_Sanchez,1287,00:00:53.583,15.9,44.3,50.7,73.5
Hugo_Sanchez,1288,00:00:53.625,16.8,44.0,50.5,73.6
Hugo_Sanchez,1289,00:00:53.666,17.3,44.1,50.3,73.7
Hugo_Sanchez,1290,00:00:53.708,17.5,43.9,50.1,73.8
Hugo_Sanchez,1291,00:00:53.750,17.3,43.8,49.8,73.8
Hugo_Sanchez,1292,00:00:53.791,17.2,43.6,49.5,73.9
Hugo_Sanchez,1293,00:00:53.833,17.2,43.5,49.2,74.0
Hugo_Sanchez,1294,00:00:53.875,17.7,43.0,48.9,74.0
Hugo_Sanchez,1295,00:00:53.916,18.6,42.6,48.6,74.0
Hugo_Sanchez,1296,00:00:53.958,22.4,42.1,48.4,73.9
Hugo_Sanchez,1297,00:00:54.000,32.4,41.9,48.1,73.8
Hugo_Sanchez,1298,00:00:54.041,37.0,42.0,47.8,73.5
Hugo_Sanchez,1299,00:00:54.083,39.4,42.1,47.5,73.1
Hugo_Sanchez,1300,00:00:54.125,38.8,41.9,47.3,72.7
Hugo_Sanchez,1301,00:00:54.166,35.9,42.0,47.2,72.3
Hugo_Sanchez,1302,00:00:54.208,32.2,41.9,47.1,71.8
Hugo_Sanchez,1303,00:00:54.250,28.8,42.1,47.1,71.4
Hugo_Sanchez,1304,00:00:54.291,26.0,42.1,47.2,71.0
Hugo_Sanchez,1305,00:00:54.333,23.9,42.6,47.4,70.7
Hugo_Sanchez,1306,00:00:54.375,22.3,42.9,47.7,70.5
Hugo_Sanchez,1307,00:00:54.416,21.4,43.0,48.1,70.4
Hugo_Sanchez,1308,00:00:54.458,21.3,43.1,48.4,70.3
Hugo_Sanchez,1309,00:00:54.500,22.0,43.4,48.8,70.3
Hugo_Sanchez,1310,00:00:54.541,23.3,43.5,49.1,70.3
Hugo_Sanchez,1311,00:00:54.583,25.0,43.7,49.3,70.3
Hugo_Sanchez,1312,00:00:54.625,26.6,43.6,49.4,70.3
Hugo_Sanchez,1313,00:00:54.666,27.6,43.9,49.4,70.3
Hugo_Sanchez,1314,00:00:54.708,27.9,43.8,49.3,70.3
Hugo_Sanchez,1315,00:00:54.750,27.6,43.8,49.2,70.3
Hugo_Sanchez,1316,00:00:54.791,27.4,43.8,49.0,70.3
Hugo_Sanchez,1317,00:00:54.833,27.8,44.0,48.8,70.2
Hugo_Sanchez,1318,00:00:54.875,29.8,43.8,48.5,70.1
Hugo_Sanchez,1319,00:00:54.916,34.4,43.8,48.4,70.0
Hugo_Sanchez,1320,00:00:54.958,38.5,43.9,48.2,69.9
Hugo_Sanchez,1321,00:00:55.000,39.8,44.7,48.1,69.8
Hugo_Sanchez,1322,00:00:55.041,43.2,44.7,48.0,69.8
Hugo_Sanchez,1323,00:00:55.083,45.4,44.6,48.0,69.8
Hugo_Sanchez,1324,00:00:55.125,43.4,44.5,48.2,69.8
Hugo_Sanchez,1325,00:00:55.166,39.6,44.9,48.4,69.9
Hugo_Sanchez,1326,00:00:55.208,36.2,44.8,48.7,70.0
Hugo_Sanchez,1327,00:00:55.250,34.2,44.8,49.1,70.1
Hugo_Sanchez,1328,00:00:55.291,33.5,44.3,49.4,70.2
Hugo_Sanchez,1329,00:00:55.333,33.7,44.5,49.6,70.3
Hugo_Sanchez,1330,00:00:55.375,34.2,44.5,49.8,70.5
Hugo_Sanchez,1331,00:00:55.416,34.8,44.6,49.8,70.6
Hugo_Sanchez,1332,00:00:55.458,35.3,44.7,49.6,70.7
Hugo_Sanchez,1333,00:00:55.500,35.6,44.9,49.4,70.8
Hugo_Sanchez,1334,00:00:55.541,35.7,44.6,49.2,70.8
Hugo_Sanchez,1335,00:00:55.583,35.6,44.4,49.0,70.9
Hugo_Sanchez,1336,00:00:55.625,35.0,43.9,48.8,71.0
Hugo_Sanchez,1337,00:00:55.666,34.0,43.8,48.7,71.0
Hugo_Sanchez,1338,00:00:55.708,32.6,43.5,48.6,71.1
Hugo_Sanchez,1339,00:00:55.750,31.1,43.4,48.5,71.1
Hugo_Sanchez,1340,00:00:55.791,30.2,42.9,48.5,71.2
Hugo_Sanchez,1341,00:00:55.833,29.9,42.4,48.4,71.2
Hugo_Sanchez,1342,00:00:55.875,31.1,41.9,48.4,71.3
Hugo_Sanchez,1343,00:00:55.916,34.0,42.1,48.3,71.4
Hugo_Sanchez,1344,00:00:55.958,39.4,42.1,48.2,71.6
Hugo_Sanchez,1345,00:00:56.000,48.4,42.5,48.2,71.8
Hugo_Sanchez,1346,00:00:56.041,53.6,42.4,48.3,72.0
Hugo_Sanchez,1347,00:00:56.083,55.6,42.4,48.4,72.3
Hugo_Sanchez,1348,00:00:56.125,53.6,41.7,48.5,72.5
Hugo_Sanchez,1349,00:00:56.166,49.5,41.6,48.7,72.7
Hugo_Sanchez,1350,00:00:56.208,45.4,41.5,49.0,72.9
Hugo_Sanchez,1351,00:00:56.250,42.4,42.0,49.1,73.0
Hugo_Sanchez,1352,00:00:56.291,40.6,42.0,49.3,73.0
Hugo_Sanchez,1353,00:00:56.333,39.8,42.3,49.4,73.0
Hugo_Sanchez,1354,00:00:56.375,39.6,42.2,49.5,72.8
Hugo_Sanchez,1355,00:00:56.416,39.8,42.2,49.5,72.7
Hugo_Sanchez,1356,00:00:56.458,40.2,42.0,49.5,72.5
Hugo_Sanchez,1357,00:00:56.500,40.7,41.9,49.5,72.2
Hugo_Sanchez,1358,00:00:56.541,41.1,41.3,49.6,72.0
Hugo_Sanchez,1359,00:00:56.583,41.3,40.9,49.9,71.8
Hugo_Sanchez,1360,00:00:56.625,41.2,40.3,50.2,71.6
Hugo_Sanchez,1361,00:00:56.666,41.3,40.6,50.7,71.5
Hugo_Sanchez,1362,00:00:56.708,41.3,40.3,51.1,71.3
Hugo_Sanchez,1363,00:00:56.750,41.4,40.8,51.6,71.3
Hugo_Sanchez,1364,00:00:56.791,42.2,41.5,51.9,71.2
Hugo_Sanchez,1365,00:00:56.833,44.0,42.1,52.1,71.2
Hugo_Sanchez,1366,00:00:56.875,47.7,42.3,52.1,71.2
Hugo_Sanchez,1367,00:00:56.916,53.8,42.8,52.0,71.2
Hugo_Sanchez,1368,00:00:56.958,55.9,42.7,51.6,71.3
Hugo_Sanchez,1369,00:00:57.000,52.1,42.6,51.3,71.3
Hugo_Sanchez,1370,00:00:57.041,54.7,42.3,50.9,71.4
Hugo_Sanchez,1371,00:00:57.083,55.3,42.4,50.6,71.4
Hugo_Sanchez,1372,00:00:57.125,51.6,42.3,50.5,71.4
Hugo_Sanchez,1373,00:00:57.166,46.0,42.5,50.5,71.4
Hugo_Sanchez,1374,00:00:57.208,41.0,42.4,50.6,71.4
Hugo_Sanchez,1375,00:00:57.250,38.0,42.4,50.8,71.4
Hugo_Sanchez,1376,00:00:57.291,36.9,42.2,51.1,71.3
Hugo_Sanchez,1377,00:00:57.333,37.2,42.3,51.4,71.2
Hugo_Sanchez,1378,00:00:57.375,38.4,42.6,51.7,71.1
Hugo_Sanchez,1379,00:00:57.416,40.0,43.0,52.0,71.0
Hugo_Sanchez,1380,00:00:57.458,41.7,43.4,52.2,71.0
Hugo_Sanchez,1381,00:00:57.500,43.1,43.7,52.3,70.9
Hugo_Sanchez,1382,00:00:57.541,44.1,43.6,52.4,70.9
Hugo_Sanchez,1383,00:00:57.583,44.9,43.5,52.4,71.0
Hugo_Sanchez,1384,00:00:57.625,45.7,43.0,52.4,71.0
Hugo_Sanchez,1385,00:00:57.666,46.7,43.6,52.5,71.1
Hugo_Sanchez,1386,00:00:57.708,48.0,43.7,52.5,71.1
Hugo_Sanchez,1387,00:00:57.750,49.4,43.7,52.6,71.2
Hugo_Sanchez,1388,00:00:57.791,51.0,43.6,52.7,71.2
Hugo_Sanchez,1389,00:00:57.833,52.8,43.7,52.9,71.2
Hugo_Sanchez,1390,00:00:57.875,55.6,43.6,53.1,71.2
Hugo_Sanchez,1391,00:00:57.916,59.6,43.7,53.3,71.1
Hugo_Sanchez,1392,00:00:57.958,55.1,43.4,53.4,71.0
Hugo_Sanchez,1393,00:00:58.000,42.3,42.9,53.5,70.9
Hugo_Sanchez,1394,00:00:58.041,42.4,42.2,53.4,70.9
Hugo_Sanchez,1395,00:00:58.083,43.5,42.0,53.2,70.9
Hugo_Sanchez,1396,00:00:58.125,42.7,41.3,52.9,70.9
Hugo_Sanchez,1397,00:00:58.166,40.6,41.2,52.5,71.0
Hugo_Sanchez,1398,00:00:58.208,38.8,40.8,52.1,71.2
Hugo_Sanchez,1399,00:00:58.250,38.6,40.3,51.8,71.4
Hugo_Sanchez,1400,00:00:58.291,39.7,39.8,51.4,71.5
Hugo_Sanchez,1401,00:00:58.333,41.3,40.1,51.2,71.7
Hugo_Sanchez,1402,00:00:58.375,42.5,40.3,50.9,71.8
Hugo_Sanchez,1403,00:00:58.416,43.0,40.3,50.8,71.8
Hugo_Sanchez,1404,00:00:58.458,43.2,40.0,50.6,71.8
Hugo_Sanchez,1405,00:00:58.500,43.2,39.5,50.4,71.8
Hugo_Sanchez,1406,00:00:58.541,43.2,39.2,50.1,71.7
Hugo_Sanchez,1407,00:00:58.583,43.1,39.4,49.9,71.5
Hugo_Sanchez,1408,00:00:58.625,43.1,38.5,49.7,71.2
Hugo_Sanchez,1409,00:00:58.666,43.1,38.0,49.7,70.9
Hugo_Sanchez,1410,00:00:58.708,43.2,38.2,49.8,70.5
Hugo_Sanchez,1411,00:00:58.750,43.5,38.9,50.0,70.1
Hugo_Sanchez,1412,00:00:58.791,44.6,39.0,50.5,69.7
Hugo_Sanchez,1413,00:00:58.833,46.4,39.9,51.0,69.4
Hugo_Sanchez,1414,00:00:58.875,49.2,41.1,51.7,69.1
Hugo_Sanchez,1415,00:00:58.916,53.0,42.2,52.5,69.1
Hugo_Sanchez,1416,00:00:58.958,55.6,42.5,53.2,69.2
Hugo_Sanchez,1417,00:00:59.000,57.4,42.9,53.9,69.4
Hugo_Sanchez,1418,00:00:59.041,58.2,42.6,54.4,69.8
Hugo_Sanchez,1419,00:00:59.083,58.1,42.9,54.9,70.2
Hugo_Sanchez,1420,00:00:59.125,56.8,43.0,55.3,70.6
Hugo_Sanchez,1421,00:00:59.166,54.1,38.8,55.6,70.9
Hugo_Sanchez,1422,00:00:59.208,50.7,38.7,55.9,71.0
Hugo_Sanchez,1423,00:00:59.250,48.0,38.9,56.1,71.0
Hugo_Sanchez,1424,00:00:59.291,47.4,38.9,56.2,70.8
Hugo_Sanchez,1425,00:00:59.333,48.7,39.4,56.3,70.5
Hugo_Sanchez,1426,00:00:59.375,50.2,39.4,56.3,70.1
Hugo_Sanchez,1427,00:00:59.416,51.3,39.5,56.2,69.7
Hugo_Sanchez,1428,00:00:59.458,52.7,39.5,56.0,69.3
Hugo_Sanchez,1429,00:00:59.500,54.7,39.8,55.9,68.9
Hugo_Sanchez,1430,00:00:59.541,56.4,39.8,55.6,68.6
Hugo_Sanchez,1431,00:00:59.583,57.5,39.9,55.4,68.5
Hugo_Sanchez,1432,00:00:59.625,57.8,39.8,55.2,68.4
Hugo_Sanchez,1433,00:00:59.666,58.0,40.1,55.0,68.5
Hugo_Sanchez,1434,00:00:59.708,58.1,40.2,54.9,68.6
Hugo_Sanchez,1435,00:00:59.750,58.6,40.3,54.9,68.9
Hugo_Sanchez,1436,00:00:59.791,59.7,40.4,55.0,69.1
Hugo_Sanchez,1437,00:00:59.833,61.4,40.6,55.2,69.4
Hugo_Sanchez,1438,00:00:59.875,63.5,40.5,55.5,69.6
Hugo_Sanchez,1439,00:00:59.916,64.7,40.7,55.9,69.8
Hugo_Sanchez,1440,00:00:59.958,64.5,40.8,56.4,70.0
Hugo_Sanchez,1441,00:01:00.000,48.0,41.0,56.9,70.2
Hugo_Sanchez,1442,00:01:00.041,46.5,40.6,57.4,70.5
Hugo_Sanchez,1443,00:01:00.083,45.7,40.6,57.8,70.7
Hugo_Sanchez,1444,00:01:00.125,44.8,41.2,58.1,70.9
Hugo_Sanchez,1445,00:01:00.166,43.5,41.5,58.2,71.1
Hugo_Sanchez,1446,00:01:00.208,41.8,41.6,58.2,71.2
Hugo_Sanchez,1447,00:01:00.250,39.9,41.6,58.0,71.3
Hugo_Sanchez,1448,00:01:00.291,37.9,41.5,57.7,71.3
Hugo_Sanchez,1449,00:01:00.333,36.2,42.0,57.3,71.2
Hugo_Sanchez,1450,00:01:00.375,34.6,42.2,56.8,71.0
Hugo_Sanchez,1451,00:01:00.416,33.0,42.6,56.4,70.8
Hugo_Sanchez,1452,00:01:00.458,31.4,42.8,56.0,70.6
Hugo_Sanchez,1453,00:01:00.500,30.0,43.4,55.8,70.4
Hugo_Sanchez,1454,00:01:00.541,29.2,43.4,55.7,70.3
