File Name,Purpose,Industry Category,Industry Subcategory,Usecase Category,Usecase Subcategory,Platform,Context,NIS,(P)Start Focus impact score,(P)End Focus impact score,(P)Memory impact score,(P)Start Memory impact score,(P)End Memory impact score,(P)Engagement impact score,(P)Start Engagement impact score,(P)End Engagemen impact score,Focus impact score,Cognitive Demand impact score,Start Cognitive Demand impact score,End Cognitive Demand impact score,Total Focus metric,Total Focus benchmark lower,Total Focus benchmark upper,Start Focus metric,Start Focus benchmark lower,Start Focus benchmark upper,End Focus metric,End Focus benchmark lower,End Focus benchmark upper,Cognitive Demand metric,Cognitive Demand benchmark range,Cognitive Demand benchmark range,Start Cognitive Demand metric,Start Cognitive Demand benchmark lower,Start Cognitive Demand benchmark upper,End Cognitive Demand metric,End Cognitive Demand benchmark lower,End Cognitive Demand benchmark upper,Engagement metric,Engagement benchmark lower,Engagement benchmark upper,Start Engagement metric,Start Engagement benchmark lower,Start Engagement benchmark upper,End Engagement metric,End Engagement benchmark lower,End Engagement benchmark upper,Memory metric,Memory benchmark lower,Memory benchmark upper,Start Memory metric,Start Memory benchmark lower,Start Memory benchmark upper,End Memory metric,End Memory benchmark lower,End Memory benchmark upper
Hugo_Sanchez,brand_building,fast_moving_consumer_goods,fashion_accessories,digital_advertising,some_ads,all,not_applicable,5.4,8.8,10.0,4.6,1.8,1.9,2.2,6.8,6.8,6.0,5.3,3.1,3.1,46.3,55.6,70.3,77.4,59.2,79.6,82.2,80.8,100.0,38.3,46.6,56.3,23.9,46.1,56.4,22.5,42.1,55.7,42.2,65.0,76.2,65.0,66.0,76.2,66.9,67.5,78.4,55.6,62.9,71.9,30.2,65.2,75.4,26.6,60.1,72.8
